"dataset_id"	"source_type"	"source_name"	"doi"	"source_url"	"file_name"	"expected_size_note"	"unpack_to"	"reconstruction_rule"	"license_note"
"TLS_VISIUM_USZ"	"zenodo_zip"	"10x Visium Spatial Transcriptomics Dataset: Kidney (3) and Lung (5) Cancer with Tertiary Lymphoid Structures"	"10.5281/zenodo.14620362"	"https://zenodo.org/records/14620362"	"TLS_VISIUM_USZ.zip"	"about 2.1 GB according to Zenodo"	"Visium_samples\raw_visium_new\TLS_VISIUM_USZ"	"download TLS_VISIUM_USZ.zip from Zenodo, unzip, then map 10x_Visium/KC1-KC3 and LC1-LC5 into the expected cohort sample folders"	"Zenodo page lists CC-BY-4.0"
