sample_id	source_dataset	source_accession_gse	source_accession_gsm	source_type	source_sample_label	file_role	source_url	source_download_url	source_file_name	source_archive_name	source_archive_type	raw_cache_relative_path	cohort_relative_path	archive_member_relative_path	required_for_step01	notes
SAMPLE_0000	GSE190811	GSE190811	GSM5732357	geo_supplementary_file	A	expression_h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_raw_feature_bc_matrix.h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_raw_feature_bc_matrix.h5	GSM5732357_A_raw_feature_bc_matrix.h5		direct_file	raw_visium_new\GSE190811_RAW\GSM5732357_A_raw_feature_bc_matrix.h5	visium_cohort_clean\SAMPLE_0000\raw\GSM5732357_A_raw_feature_bc_matrix.h5		true	Download public source file once, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0000	GSE190811	GSE190811	GSM5732357	geo_supplementary_file	A	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_scalefactors_json.json.gz	GSM5732357_A_scalefactors_json.json.gz	GSM5732357_A_scalefactors_json.json.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732357_A_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0000\spatial\GSM5732357_A_scalefactors_json.json	raw_visium_new\GSE190811_RAW\GSM5732357_A_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0000	GSE190811	GSE190811	GSM5732357	geo_supplementary_file	A	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_tissue_hires_image.png.gz	GSM5732357_A_tissue_hires_image.png.gz	GSM5732357_A_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732357_A_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0000\spatial\GSM5732357_A_tissue_hires_image.png	raw_visium_new\GSE190811_RAW\GSM5732357_A_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0000	GSE190811	GSE190811	GSM5732357	geo_supplementary_file	A	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_tissue_positions_list.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_tissue_positions_list.csv.gz	GSM5732357_A_tissue_positions_list.csv.gz	GSM5732357_A_tissue_positions_list.csv.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732357_A_tissue_positions_list.csv.gz	visium_cohort_clean\SAMPLE_0000\spatial\GSM5732357_A_tissue_positions_list.csv	raw_visium_new\GSE190811_RAW\GSM5732357_A_tissue_positions_list.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0001	GSE190811	GSE190811	GSM5732358	geo_supplementary_file	B	expression_h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_raw_feature_bc_matrix.h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_raw_feature_bc_matrix.h5	GSM5732358_B_raw_feature_bc_matrix.h5		direct_file	raw_visium_new\GSE190811_RAW\GSM5732358_B_raw_feature_bc_matrix.h5	visium_cohort_clean\SAMPLE_0001\raw\GSM5732358_B_raw_feature_bc_matrix.h5		true	Download public source file once, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0001	GSE190811	GSE190811	GSM5732358	geo_supplementary_file	B	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_scalefactors_json.json.gz	GSM5732358_B_scalefactors_json.json.gz	GSM5732358_B_scalefactors_json.json.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732358_B_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0001\spatial\GSM5732358_B_scalefactors_json.json	raw_visium_new\GSE190811_RAW\GSM5732358_B_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0001	GSE190811	GSE190811	GSM5732358	geo_supplementary_file	B	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_tissue_hires_image.png.gz	GSM5732358_B_tissue_hires_image.png.gz	GSM5732358_B_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732358_B_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0001\spatial\GSM5732358_B_tissue_hires_image.png	raw_visium_new\GSE190811_RAW\GSM5732358_B_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0001	GSE190811	GSE190811	GSM5732358	geo_supplementary_file	B	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_tissue_positions_list.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_tissue_positions_list.csv.gz	GSM5732358_B_tissue_positions_list.csv.gz	GSM5732358_B_tissue_positions_list.csv.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732358_B_tissue_positions_list.csv.gz	visium_cohort_clean\SAMPLE_0001\spatial\GSM5732358_B_tissue_positions_list.csv	raw_visium_new\GSE190811_RAW\GSM5732358_B_tissue_positions_list.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0002	GSE190811	GSE190811	GSM5732359	geo_supplementary_file	C	expression_h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_raw_feature_bc_matrix.h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_raw_feature_bc_matrix.h5	GSM5732359_C_raw_feature_bc_matrix.h5		direct_file	raw_visium_new\GSE190811_RAW\GSM5732359_C_raw_feature_bc_matrix.h5	visium_cohort_clean\SAMPLE_0002\raw\GSM5732359_C_raw_feature_bc_matrix.h5		true	Download public source file once, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0002	GSE190811	GSE190811	GSM5732359	geo_supplementary_file	C	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_scalefactors_json.json.gz	GSM5732359_C_scalefactors_json.json.gz	GSM5732359_C_scalefactors_json.json.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732359_C_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0002\spatial\GSM5732359_C_scalefactors_json.json	raw_visium_new\GSE190811_RAW\GSM5732359_C_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0002	GSE190811	GSE190811	GSM5732359	geo_supplementary_file	C	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_tissue_hires_image.png.gz	GSM5732359_C_tissue_hires_image.png.gz	GSM5732359_C_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732359_C_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0002\spatial\GSM5732359_C_tissue_hires_image.png	raw_visium_new\GSE190811_RAW\GSM5732359_C_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0002	GSE190811	GSE190811	GSM5732359	geo_supplementary_file	C	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_tissue_positions_list.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_tissue_positions_list.csv.gz	GSM5732359_C_tissue_positions_list.csv.gz	GSM5732359_C_tissue_positions_list.csv.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732359_C_tissue_positions_list.csv.gz	visium_cohort_clean\SAMPLE_0002\spatial\GSM5732359_C_tissue_positions_list.csv	raw_visium_new\GSE190811_RAW\GSM5732359_C_tissue_positions_list.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0003	GSE190811	GSE190811	GSM5732360	geo_supplementary_file	D	expression_h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_raw_feature_bc_matrix.h5	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_raw_feature_bc_matrix.h5	GSM5732360_D_raw_feature_bc_matrix.h5		direct_file	raw_visium_new\GSE190811_RAW\GSM5732360_D_raw_feature_bc_matrix.h5	visium_cohort_clean\SAMPLE_0003\raw\GSM5732360_D_raw_feature_bc_matrix.h5		true	Download public source file once, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0003	GSE190811	GSE190811	GSM5732360	geo_supplementary_file	D	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_scalefactors_json.json.gz	GSM5732360_D_scalefactors_json.json.gz	GSM5732360_D_scalefactors_json.json.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732360_D_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0003\spatial\GSM5732360_D_scalefactors_json.json	raw_visium_new\GSE190811_RAW\GSM5732360_D_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0003	GSE190811	GSE190811	GSM5732360	geo_supplementary_file	D	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_tissue_hires_image.png.gz	GSM5732360_D_tissue_hires_image.png.gz	GSM5732360_D_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732360_D_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0003\spatial\GSM5732360_D_tissue_hires_image.png	raw_visium_new\GSE190811_RAW\GSM5732360_D_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0003	GSE190811	GSE190811	GSM5732360	geo_supplementary_file	D	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_tissue_positions_list.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_tissue_positions_list.csv.gz	GSM5732360_D_tissue_positions_list.csv.gz	GSM5732360_D_tissue_positions_list.csv.gz	gzip	raw_visium_new\GSE190811_RAW\GSM5732360_D_tissue_positions_list.csv.gz	visium_cohort_clean\SAMPLE_0003\spatial\GSM5732360_D_tissue_positions_list.csv	raw_visium_new\GSE190811_RAW\GSM5732360_D_tissue_positions_list.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0004	GSE250521	GSE250521	GSM7980872	geo_supplementary_file	ATC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_barcodes.tsv.gz	GSM7980872_ATC-1_visium_barcodes.tsv.gz	GSM7980872_ATC-1_visium_barcodes.tsv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0004\raw\GSM7980872_ATC-1_visium_barcodes.tsv	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0004	GSE250521	GSE250521	GSM7980872	geo_supplementary_file	ATC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_features.tsv.gz	GSM7980872_ATC-1_visium_features.tsv.gz	GSM7980872_ATC-1_visium_features.tsv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_features.tsv.gz	visium_cohort_clean\SAMPLE_0004\raw\GSM7980872_ATC-1_visium_features.tsv	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0004	GSE250521	GSE250521	GSM7980872	geo_supplementary_file	ATC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_matrix.mtx.gz	GSM7980872_ATC-1_visium_matrix.mtx.gz	GSM7980872_ATC-1_visium_matrix.mtx.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0004\raw\GSM7980872_ATC-1_visium_matrix.mtx	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0004	GSE250521	GSE250521	GSM7980872	geo_supplementary_file	ATC-1_visium	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_scalefactors_json.json.gz	GSM7980872_ATC-1_visium_scalefactors_json.json.gz	GSM7980872_ATC-1_visium_scalefactors_json.json.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_scalefactors_json.json	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0004	GSE250521	GSE250521	GSM7980872	geo_supplementary_file	ATC-1_visium	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_tissue_hires_image.png.gz	GSM7980872_ATC-1_visium_tissue_hires_image.png.gz	GSM7980872_ATC-1_visium_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_tissue_hires_image.png	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0004	GSE250521	GSE250521	GSM7980872	geo_supplementary_file	ATC-1_visium	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_tissue_positions_list.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_tissue_positions_list.csv.gz	GSM7980872_ATC-1_visium_tissue_positions_list.csv.gz	GSM7980872_ATC-1_visium_tissue_positions_list.csv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_tissue_positions_list.csv.gz	visium_cohort_clean\SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_tissue_positions_list.csv	raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_tissue_positions_list.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0005	GSE250521	GSE250521	GSM7980868	geo_supplementary_file	LPTC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_barcodes.tsv.gz	GSM7980868_LPTC-1_visium_barcodes.tsv.gz	GSM7980868_LPTC-1_visium_barcodes.tsv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_barcodes.tsv	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0005	GSE250521	GSE250521	GSM7980868	geo_supplementary_file	LPTC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_features.tsv.gz	GSM7980868_LPTC-1_visium_features.tsv.gz	GSM7980868_LPTC-1_visium_features.tsv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_features.tsv.gz	visium_cohort_clean\SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_features.tsv	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0005	GSE250521	GSE250521	GSM7980868	geo_supplementary_file	LPTC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_matrix.mtx.gz	GSM7980868_LPTC-1_visium_matrix.mtx.gz	GSM7980868_LPTC-1_visium_matrix.mtx.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_matrix.mtx	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0005	GSE250521	GSE250521	GSM7980868	geo_supplementary_file	LPTC-1_visium	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_scalefactors_json.json.gz	GSM7980868_LPTC-1_visium_scalefactors_json.json.gz	GSM7980868_LPTC-1_visium_scalefactors_json.json.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_scalefactors_json.json	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0005	GSE250521	GSE250521	GSM7980868	geo_supplementary_file	LPTC-1_visium	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_tissue_hires_image.png.gz	GSM7980868_LPTC-1_visium_tissue_hires_image.png.gz	GSM7980868_LPTC-1_visium_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_tissue_hires_image.png	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0005	GSE250521	GSE250521	GSM7980868	geo_supplementary_file	LPTC-1_visium	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_tissue_positions_list.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_tissue_positions_list.csv.gz	GSM7980868_LPTC-1_visium_tissue_positions_list.csv.gz	GSM7980868_LPTC-1_visium_tissue_positions_list.csv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_tissue_positions_list.csv.gz	visium_cohort_clean\SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_tissue_positions_list.csv	raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_tissue_positions_list.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0006	GSE250521	GSE250521	GSM7980864	geo_supplementary_file	PTC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_barcodes.tsv.gz	GSM7980864_PTC-1_visium_barcodes.tsv.gz	GSM7980864_PTC-1_visium_barcodes.tsv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0006\raw\GSM7980864_PTC-1_visium_barcodes.tsv	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0006	GSE250521	GSE250521	GSM7980864	geo_supplementary_file	PTC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_features.tsv.gz	GSM7980864_PTC-1_visium_features.tsv.gz	GSM7980864_PTC-1_visium_features.tsv.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_features.tsv.gz	visium_cohort_clean\SAMPLE_0006\raw\GSM7980864_PTC-1_visium_features.tsv	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0006	GSE250521	GSE250521	GSM7980864	geo_supplementary_file	PTC-1	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_matrix.mtx.gz	GSM7980864_PTC-1_visium_matrix.mtx.gz	GSM7980864_PTC-1_visium_matrix.mtx.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0006\raw\GSM7980864_PTC-1_visium_matrix.mtx	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0006	GSE250521	GSE250521	GSM7980864	geo_supplementary_file	PTC-1_visium	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_scalefactors_json.json.gz	GSM7980864_PTC-1_visium_scalefactors_json.json.gz	GSM7980864_PTC-1_visium_scalefactors_json.json.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_scalefactors_json.json	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0006	GSE250521	GSE250521	GSM7980864	geo_supplementary_file	PTC-1_visium	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_tissue_hires_image.png.gz	GSM7980864_PTC-1_visium_tissue_hires_image.png.gz	GSM7980864_PTC-1_visium_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_tissue_hires_image.png	raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
