sample_id	source_dataset	source_accession_gse	source_accession_gsm	source_type	source_sample_label	file_role	source_url	source_download_url	source_file_name	source_archive_name	source_archive_type	raw_cache_relative_path	cohort_relative_path	archive_member_relative_path	required_for_step01	notes
SAMPLE_0023	GSE261958	GSE261958	GSM8155174	geo_supplementary_file	H387	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_scalefactors_json.json.gz	GSM8155174_H387_scalefactors_json.json.gz	GSM8155174_H387_scalefactors_json.json.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155174_H387_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0023\spatial\GSM8155174_H387_scalefactors_json.json	raw_visium_new\GSE261958_RAW\GSM8155174_H387_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0023	GSE261958	GSE261958	GSM8155174	geo_supplementary_file	H387	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_tissue_hires_image.png.gz	GSM8155174_H387_tissue_hires_image.png.gz	GSM8155174_H387_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155174_H387_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0023\spatial\GSM8155174_H387_tissue_hires_image.png	raw_visium_new\GSE261958_RAW\GSM8155174_H387_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0023	GSE261958	GSE261958	GSM8155174	geo_supplementary_file	H387	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_tissue_lowres_image.png.gz	GSM8155174_H387_tissue_lowres_image.png.gz	GSM8155174_H387_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155174_H387_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0023\spatial\GSM8155174_H387_tissue_lowres_image.png	raw_visium_new\GSE261958_RAW\GSM8155174_H387_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0023	GSE261958	GSE261958	GSM8155174	geo_supplementary_file	H387	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155174/suppl/GSM8155174_H387_tissue_positions.csv.gz	GSM8155174_H387_tissue_positions.csv.gz	GSM8155174_H387_tissue_positions.csv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155174_H387_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0023\spatial\GSM8155174_H387_tissue_positions.csv	raw_visium_new\GSE261958_RAW\GSM8155174_H387_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0024	GSE261958	GSE261958	GSM8155175	geo_supplementary_file	H388_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_barcodes.tsv.gz	GSM8155175_H388_barcodes.tsv.gz	GSM8155175_H388_barcodes.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155175_H388_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0024\raw\GSM8155175_H388_barcodes.tsv	raw_visium_new\GSE261958_RAW\GSM8155175_H388_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0024	GSE261958	GSE261958	GSM8155175	geo_supplementary_file	H388_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_features.tsv.gz	GSM8155175_H388_features.tsv.gz	GSM8155175_H388_features.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155175_H388_features.tsv.gz	visium_cohort_clean\SAMPLE_0024\raw\GSM8155175_H388_features.tsv	raw_visium_new\GSE261958_RAW\GSM8155175_H388_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0024	GSE261958	GSE261958	GSM8155175	geo_supplementary_file	H388_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_matrix.mtx.gz	GSM8155175_H388_matrix.mtx.gz	GSM8155175_H388_matrix.mtx.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155175_H388_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0024\raw\GSM8155175_H388_matrix.mtx	raw_visium_new\GSE261958_RAW\GSM8155175_H388_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0024	GSE261958	GSE261958	GSM8155175	geo_supplementary_file	H388	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_scalefactors_json.json.gz	GSM8155175_H388_scalefactors_json.json.gz	GSM8155175_H388_scalefactors_json.json.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155175_H388_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0024\spatial\GSM8155175_H388_scalefactors_json.json	raw_visium_new\GSE261958_RAW\GSM8155175_H388_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0024	GSE261958	GSE261958	GSM8155175	geo_supplementary_file	H388	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_tissue_hires_image.png.gz	GSM8155175_H388_tissue_hires_image.png.gz	GSM8155175_H388_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155175_H388_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0024\spatial\GSM8155175_H388_tissue_hires_image.png	raw_visium_new\GSE261958_RAW\GSM8155175_H388_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0024	GSE261958	GSE261958	GSM8155175	geo_supplementary_file	H388	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_tissue_lowres_image.png.gz	GSM8155175_H388_tissue_lowres_image.png.gz	GSM8155175_H388_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155175_H388_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0024\spatial\GSM8155175_H388_tissue_lowres_image.png	raw_visium_new\GSE261958_RAW\GSM8155175_H388_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0024	GSE261958	GSE261958	GSM8155175	geo_supplementary_file	H388	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155175/suppl/GSM8155175_H388_tissue_positions.csv.gz	GSM8155175_H388_tissue_positions.csv.gz	GSM8155175_H388_tissue_positions.csv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155175_H388_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0024\spatial\GSM8155175_H388_tissue_positions.csv	raw_visium_new\GSE261958_RAW\GSM8155175_H388_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0025	GSE261958	GSE261958	GSM8155176	geo_supplementary_file	H389_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_barcodes.tsv.gz	GSM8155176_H389_barcodes.tsv.gz	GSM8155176_H389_barcodes.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155176_H389_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0025\raw\GSM8155176_H389_barcodes.tsv	raw_visium_new\GSE261958_RAW\GSM8155176_H389_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0025	GSE261958	GSE261958	GSM8155176	geo_supplementary_file	H389_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_features.tsv.gz	GSM8155176_H389_features.tsv.gz	GSM8155176_H389_features.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155176_H389_features.tsv.gz	visium_cohort_clean\SAMPLE_0025\raw\GSM8155176_H389_features.tsv	raw_visium_new\GSE261958_RAW\GSM8155176_H389_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0025	GSE261958	GSE261958	GSM8155176	geo_supplementary_file	H389_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_matrix.mtx.gz	GSM8155176_H389_matrix.mtx.gz	GSM8155176_H389_matrix.mtx.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155176_H389_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0025\raw\GSM8155176_H389_matrix.mtx	raw_visium_new\GSE261958_RAW\GSM8155176_H389_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0025	GSE261958	GSE261958	GSM8155176	geo_supplementary_file	H389	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_scalefactors_json.json.gz	GSM8155176_H389_scalefactors_json.json.gz	GSM8155176_H389_scalefactors_json.json.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155176_H389_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0025\spatial\GSM8155176_H389_scalefactors_json.json	raw_visium_new\GSE261958_RAW\GSM8155176_H389_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0025	GSE261958	GSE261958	GSM8155176	geo_supplementary_file	H389	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_tissue_hires_image.png.gz	GSM8155176_H389_tissue_hires_image.png.gz	GSM8155176_H389_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155176_H389_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0025\spatial\GSM8155176_H389_tissue_hires_image.png	raw_visium_new\GSE261958_RAW\GSM8155176_H389_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0025	GSE261958	GSE261958	GSM8155176	geo_supplementary_file	H389	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_tissue_lowres_image.png.gz	GSM8155176_H389_tissue_lowres_image.png.gz	GSM8155176_H389_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155176_H389_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0025\spatial\GSM8155176_H389_tissue_lowres_image.png	raw_visium_new\GSE261958_RAW\GSM8155176_H389_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0025	GSE261958	GSE261958	GSM8155176	geo_supplementary_file	H389	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155176/suppl/GSM8155176_H389_tissue_positions.csv.gz	GSM8155176_H389_tissue_positions.csv.gz	GSM8155176_H389_tissue_positions.csv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155176_H389_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0025\spatial\GSM8155176_H389_tissue_positions.csv	raw_visium_new\GSE261958_RAW\GSM8155176_H389_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0026	GSE261958	GSE261958	GSM8155177	geo_supplementary_file	H391_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_barcodes.tsv.gz	GSM8155177_H391_barcodes.tsv.gz	GSM8155177_H391_barcodes.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155177_H391_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0026\raw\GSM8155177_H391_barcodes.tsv	raw_visium_new\GSE261958_RAW\GSM8155177_H391_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0026	GSE261958	GSE261958	GSM8155177	geo_supplementary_file	H391_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_features.tsv.gz	GSM8155177_H391_features.tsv.gz	GSM8155177_H391_features.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155177_H391_features.tsv.gz	visium_cohort_clean\SAMPLE_0026\raw\GSM8155177_H391_features.tsv	raw_visium_new\GSE261958_RAW\GSM8155177_H391_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0026	GSE261958	GSE261958	GSM8155177	geo_supplementary_file	H391_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_matrix.mtx.gz	GSM8155177_H391_matrix.mtx.gz	GSM8155177_H391_matrix.mtx.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155177_H391_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0026\raw\GSM8155177_H391_matrix.mtx	raw_visium_new\GSE261958_RAW\GSM8155177_H391_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0026	GSE261958	GSE261958	GSM8155177	geo_supplementary_file	H391	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_scalefactors_json.json.gz	GSM8155177_H391_scalefactors_json.json.gz	GSM8155177_H391_scalefactors_json.json.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155177_H391_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0026\spatial\GSM8155177_H391_scalefactors_json.json	raw_visium_new\GSE261958_RAW\GSM8155177_H391_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0026	GSE261958	GSE261958	GSM8155177	geo_supplementary_file	H391	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_tissue_hires_image.png.gz	GSM8155177_H391_tissue_hires_image.png.gz	GSM8155177_H391_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155177_H391_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0026\spatial\GSM8155177_H391_tissue_hires_image.png	raw_visium_new\GSE261958_RAW\GSM8155177_H391_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0026	GSE261958	GSE261958	GSM8155177	geo_supplementary_file	H391	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_tissue_lowres_image.png.gz	GSM8155177_H391_tissue_lowres_image.png.gz	GSM8155177_H391_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155177_H391_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0026\spatial\GSM8155177_H391_tissue_lowres_image.png	raw_visium_new\GSE261958_RAW\GSM8155177_H391_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0026	GSE261958	GSE261958	GSM8155177	geo_supplementary_file	H391	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155177/suppl/GSM8155177_H391_tissue_positions.csv.gz	GSM8155177_H391_tissue_positions.csv.gz	GSM8155177_H391_tissue_positions.csv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155177_H391_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0026\spatial\GSM8155177_H391_tissue_positions.csv	raw_visium_new\GSE261958_RAW\GSM8155177_H391_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0027	GSE261958	GSE261958	GSM8155178	geo_supplementary_file	H392_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_barcodes.tsv.gz	GSM8155178_H392_barcodes.tsv.gz	GSM8155178_H392_barcodes.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155178_H392_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0027\raw\GSM8155178_H392_barcodes.tsv	raw_visium_new\GSE261958_RAW\GSM8155178_H392_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0027	GSE261958	GSE261958	GSM8155178	geo_supplementary_file	H392_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_features.tsv.gz	GSM8155178_H392_features.tsv.gz	GSM8155178_H392_features.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155178_H392_features.tsv.gz	visium_cohort_clean\SAMPLE_0027\raw\GSM8155178_H392_features.tsv	raw_visium_new\GSE261958_RAW\GSM8155178_H392_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0027	GSE261958	GSE261958	GSM8155178	geo_supplementary_file	H392_matrix	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_matrix.mtx.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_matrix.mtx.gz	GSM8155178_H392_matrix.mtx.gz	GSM8155178_H392_matrix.mtx.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155178_H392_matrix.mtx.gz	visium_cohort_clean\SAMPLE_0027\raw\GSM8155178_H392_matrix.mtx	raw_visium_new\GSE261958_RAW\GSM8155178_H392_matrix.mtx	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0027	GSE261958	GSE261958	GSM8155178	geo_supplementary_file	H392	spatial_scalefactors	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_scalefactors_json.json.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_scalefactors_json.json.gz	GSM8155178_H392_scalefactors_json.json.gz	GSM8155178_H392_scalefactors_json.json.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155178_H392_scalefactors_json.json.gz	visium_cohort_clean\SAMPLE_0027\spatial\GSM8155178_H392_scalefactors_json.json	raw_visium_new\GSE261958_RAW\GSM8155178_H392_scalefactors_json.json	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0027	GSE261958	GSE261958	GSM8155178	geo_supplementary_file	H392	spatial_hires_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_tissue_hires_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_tissue_hires_image.png.gz	GSM8155178_H392_tissue_hires_image.png.gz	GSM8155178_H392_tissue_hires_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155178_H392_tissue_hires_image.png.gz	visium_cohort_clean\SAMPLE_0027\spatial\GSM8155178_H392_tissue_hires_image.png	raw_visium_new\GSE261958_RAW\GSM8155178_H392_tissue_hires_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0027	GSE261958	GSE261958	GSM8155178	geo_supplementary_file	H392	spatial_lowres_image	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_tissue_lowres_image.png.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_tissue_lowres_image.png.gz	GSM8155178_H392_tissue_lowres_image.png.gz	GSM8155178_H392_tissue_lowres_image.png.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155178_H392_tissue_lowres_image.png.gz	visium_cohort_clean\SAMPLE_0027\spatial\GSM8155178_H392_tissue_lowres_image.png	raw_visium_new\GSE261958_RAW\GSM8155178_H392_tissue_lowres_image.png	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0027	GSE261958	GSE261958	GSM8155178	geo_supplementary_file	H392	spatial_positions	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_tissue_positions.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8155nnn/GSM8155178/suppl/GSM8155178_H392_tissue_positions.csv.gz	GSM8155178_H392_tissue_positions.csv.gz	GSM8155178_H392_tissue_positions.csv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8155178_H392_tissue_positions.csv.gz	visium_cohort_clean\SAMPLE_0027\spatial\GSM8155178_H392_tissue_positions.csv	raw_visium_new\GSE261958_RAW\GSM8155178_H392_tissue_positions.csv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0028	GSE261958	GSE261958	GSM8657777	geo_supplementary_file	H691_barcodes	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657777/suppl/GSM8657777_H691_barcodes.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657777/suppl/GSM8657777_H691_barcodes.tsv.gz	GSM8657777_H691_barcodes.tsv.gz	GSM8657777_H691_barcodes.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8657777_H691_barcodes.tsv.gz	visium_cohort_clean\SAMPLE_0028\raw\GSM8657777_H691_barcodes.tsv	raw_visium_new\GSE261958_RAW\GSM8657777_H691_barcodes.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
SAMPLE_0028	GSE261958	GSE261958	GSM8657777	geo_supplementary_file	H691_features	raw_input_file	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657777/suppl/GSM8657777_H691_features.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657777/suppl/GSM8657777_H691_features.tsv.gz	GSM8657777_H691_features.tsv.gz	GSM8657777_H691_features.tsv.gz	gzip	raw_visium_new\GSE261958_RAW\GSM8657777_H691_features.tsv.gz	visium_cohort_clean\SAMPLE_0028\raw\GSM8657777_H691_features.tsv	raw_visium_new\GSE261958_RAW\GSM8657777_H691_features.tsv	true	Download gzip-compressed public source file once, decompress, then stage into stable SAMPLE_#### cohort layout.
