"sample_id"	"destination_relative_path"	"cohort_relative_path"	"file_name"	"extension"	"size_bytes_local_reference"	"raw_match_status"	"local_raw_relative_path"	"source_url"	"unpack_method"	"notes"
"build_visium_cohort.py"	"visium_cohort_clean\build_visium_cohort.py"	"build_visium_cohort.py"	"build_visium_cohort.py"	".py"	"18092"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"dataset_summary.csv"	"visium_cohort_clean\dataset_summary.csv"	"dataset_summary.csv"	"dataset_summary.csv"	".csv"	"1190"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"excluded_duplicate_samples.csv"	"visium_cohort_clean\excluded_duplicate_samples.csv"	"excluded_duplicate_samples.csv"	"excluded_duplicate_samples.csv"	".csv"	"24124"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"manifest.csv"	"visium_cohort_clean\manifest.csv"	"manifest.csv"	"manifest.csv"	".csv"	"10458"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"raw_inventory.csv"	"visium_cohort_clean\raw_inventory.csv"	"raw_inventory.csv"	"raw_inventory.csv"	".csv"	"293052"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0000"	"visium_cohort_clean\SAMPLE_0000\metadata.json"	"SAMPLE_0000\metadata.json"	"metadata.json"	".json"	"1598"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0000"	"visium_cohort_clean\SAMPLE_0000\raw\GSM5732357_A_raw_feature_bc_matrix.h5"	"SAMPLE_0000\raw\GSM5732357_A_raw_feature_bc_matrix.h5"	"GSM5732357_A_raw_feature_bc_matrix.h5"	".h5"	"31010159"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732357_A_raw_feature_bc_matrix.h5"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_raw_feature_bc_matrix.h5"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0000"	"visium_cohort_clean\SAMPLE_0000\spatial\GSM5732357_A_scalefactors_json.json"	"SAMPLE_0000\spatial\GSM5732357_A_scalefactors_json.json"	"GSM5732357_A_scalefactors_json.json"	".json"	"157"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732357_A_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0000"	"visium_cohort_clean\SAMPLE_0000\spatial\GSM5732357_A_tissue_hires_image.png"	"SAMPLE_0000\spatial\GSM5732357_A_tissue_hires_image.png"	"GSM5732357_A_tissue_hires_image.png"	".png"	"15248039"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732357_A_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0000"	"visium_cohort_clean\SAMPLE_0000\spatial\GSM5732357_A_tissue_positions_list.csv"	"SAMPLE_0000\spatial\GSM5732357_A_tissue_positions_list.csv"	"GSM5732357_A_tissue_positions_list.csv"	".csv"	"191807"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732357_A_tissue_positions_list.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732357/suppl/GSM5732357_A_tissue_positions_list.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0001"	"visium_cohort_clean\SAMPLE_0001\metadata.json"	"SAMPLE_0001\metadata.json"	"metadata.json"	".json"	"1598"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0001"	"visium_cohort_clean\SAMPLE_0001\raw\GSM5732358_B_raw_feature_bc_matrix.h5"	"SAMPLE_0001\raw\GSM5732358_B_raw_feature_bc_matrix.h5"	"GSM5732358_B_raw_feature_bc_matrix.h5"	".h5"	"36372569"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732358_B_raw_feature_bc_matrix.h5"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_raw_feature_bc_matrix.h5"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0001"	"visium_cohort_clean\SAMPLE_0001\spatial\GSM5732358_B_scalefactors_json.json"	"SAMPLE_0001\spatial\GSM5732358_B_scalefactors_json.json"	"GSM5732358_B_scalefactors_json.json"	".json"	"167"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732358_B_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0001"	"visium_cohort_clean\SAMPLE_0001\spatial\GSM5732358_B_tissue_hires_image.png"	"SAMPLE_0001\spatial\GSM5732358_B_tissue_hires_image.png"	"GSM5732358_B_tissue_hires_image.png"	".png"	"17701143"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732358_B_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0001"	"visium_cohort_clean\SAMPLE_0001\spatial\GSM5732358_B_tissue_positions_list.csv"	"SAMPLE_0001\spatial\GSM5732358_B_tissue_positions_list.csv"	"GSM5732358_B_tissue_positions_list.csv"	".csv"	"191750"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732358_B_tissue_positions_list.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732358/suppl/GSM5732358_B_tissue_positions_list.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0002"	"visium_cohort_clean\SAMPLE_0002\metadata.json"	"SAMPLE_0002\metadata.json"	"metadata.json"	".json"	"1598"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0002"	"visium_cohort_clean\SAMPLE_0002\raw\GSM5732359_C_raw_feature_bc_matrix.h5"	"SAMPLE_0002\raw\GSM5732359_C_raw_feature_bc_matrix.h5"	"GSM5732359_C_raw_feature_bc_matrix.h5"	".h5"	"42472307"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732359_C_raw_feature_bc_matrix.h5"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_raw_feature_bc_matrix.h5"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0002"	"visium_cohort_clean\SAMPLE_0002\spatial\GSM5732359_C_scalefactors_json.json"	"SAMPLE_0002\spatial\GSM5732359_C_scalefactors_json.json"	"GSM5732359_C_scalefactors_json.json"	".json"	"166"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732359_C_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0002"	"visium_cohort_clean\SAMPLE_0002\spatial\GSM5732359_C_tissue_hires_image.png"	"SAMPLE_0002\spatial\GSM5732359_C_tissue_hires_image.png"	"GSM5732359_C_tissue_hires_image.png"	".png"	"18087946"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732359_C_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0002"	"visium_cohort_clean\SAMPLE_0002\spatial\GSM5732359_C_tissue_positions_list.csv"	"SAMPLE_0002\spatial\GSM5732359_C_tissue_positions_list.csv"	"GSM5732359_C_tissue_positions_list.csv"	".csv"	"191808"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732359_C_tissue_positions_list.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732359/suppl/GSM5732359_C_tissue_positions_list.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0003"	"visium_cohort_clean\SAMPLE_0003\metadata.json"	"SAMPLE_0003\metadata.json"	"metadata.json"	".json"	"1598"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0003"	"visium_cohort_clean\SAMPLE_0003\raw\GSM5732360_D_raw_feature_bc_matrix.h5"	"SAMPLE_0003\raw\GSM5732360_D_raw_feature_bc_matrix.h5"	"GSM5732360_D_raw_feature_bc_matrix.h5"	".h5"	"40363675"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732360_D_raw_feature_bc_matrix.h5"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_raw_feature_bc_matrix.h5"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0003"	"visium_cohort_clean\SAMPLE_0003\spatial\GSM5732360_D_scalefactors_json.json"	"SAMPLE_0003\spatial\GSM5732360_D_scalefactors_json.json"	"GSM5732360_D_scalefactors_json.json"	".json"	"155"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732360_D_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0003"	"visium_cohort_clean\SAMPLE_0003\spatial\GSM5732360_D_tissue_hires_image.png"	"SAMPLE_0003\spatial\GSM5732360_D_tissue_hires_image.png"	"GSM5732360_D_tissue_hires_image.png"	".png"	"16846708"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732360_D_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0003"	"visium_cohort_clean\SAMPLE_0003\spatial\GSM5732360_D_tissue_positions_list.csv"	"SAMPLE_0003\spatial\GSM5732360_D_tissue_positions_list.csv"	"GSM5732360_D_tissue_positions_list.csv"	".csv"	"191923"	"unique_raw_filename_match"	"raw_visium_new\GSE190811_RAW\GSM5732360_D_tissue_positions_list.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5732nnn/GSM5732360/suppl/GSM5732360_D_tissue_positions_list.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0004"	"visium_cohort_clean\SAMPLE_0004\metadata.json"	"SAMPLE_0004\metadata.json"	"metadata.json"	".json"	"2302"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0004"	"visium_cohort_clean\SAMPLE_0004\raw\GSM7980872_ATC-1_visium_barcodes.tsv"	"SAMPLE_0004\raw\GSM7980872_ATC-1_visium_barcodes.tsv"	"GSM7980872_ATC-1_visium_barcodes.tsv"	".tsv"	"89718"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_barcodes.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_barcodes.tsv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0004"	"visium_cohort_clean\SAMPLE_0004\raw\GSM7980872_ATC-1_visium_features.tsv"	"SAMPLE_0004\raw\GSM7980872_ATC-1_visium_features.tsv"	"GSM7980872_ATC-1_visium_features.tsv"	".tsv"	"1479171"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_features.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_features.tsv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0004"	"visium_cohort_clean\SAMPLE_0004\raw\GSM7980872_ATC-1_visium_matrix.mtx"	"SAMPLE_0004\raw\GSM7980872_ATC-1_visium_matrix.mtx"	"GSM7980872_ATC-1_visium_matrix.mtx"	".mtx"	"130501099"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_matrix.mtx"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_matrix.mtx"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0004"	"visium_cohort_clean\SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_scalefactors_json.json"	"SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_scalefactors_json.json"	"GSM7980872_ATC-1_visium_scalefactors_json.json"	".json"	"163"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0004"	"visium_cohort_clean\SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_tissue_hires_image.png"	"SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_tissue_hires_image.png"	"GSM7980872_ATC-1_visium_tissue_hires_image.png"	".png"	"19555367"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0004"	"visium_cohort_clean\SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_tissue_positions_list.csv"	"SAMPLE_0004\spatial\GSM7980872_ATC-1_visium_tissue_positions_list.csv"	"GSM7980872_ATC-1_visium_tissue_positions_list.csv"	".csv"	"188112"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980872_ATC-1_visium_tissue_positions_list.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980872/suppl/GSM7980872_ATC-1_visium_tissue_positions_list.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0005"	"visium_cohort_clean\SAMPLE_0005\metadata.json"	"SAMPLE_0005\metadata.json"	"metadata.json"	".json"	"2332"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0005"	"visium_cohort_clean\SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_barcodes.tsv"	"SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_barcodes.tsv"	"GSM7980868_LPTC-1_visium_barcodes.tsv"	".tsv"	"28880"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_barcodes.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_barcodes.tsv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0005"	"visium_cohort_clean\SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_features.tsv"	"SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_features.tsv"	"GSM7980868_LPTC-1_visium_features.tsv"	".tsv"	"1479171"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_features.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_features.tsv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0005"	"visium_cohort_clean\SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_matrix.mtx"	"SAMPLE_0005\raw\GSM7980868_LPTC-1_visium_matrix.mtx"	"GSM7980868_LPTC-1_visium_matrix.mtx"	".mtx"	"52921751"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_matrix.mtx"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_matrix.mtx"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0005"	"visium_cohort_clean\SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_scalefactors_json.json"	"SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_scalefactors_json.json"	"GSM7980868_LPTC-1_visium_scalefactors_json.json"	".json"	"164"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0005"	"visium_cohort_clean\SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_tissue_hires_image.png"	"SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_tissue_hires_image.png"	"GSM7980868_LPTC-1_visium_tissue_hires_image.png"	".png"	"10508745"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0005"	"visium_cohort_clean\SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_tissue_positions_list.csv"	"SAMPLE_0005\spatial\GSM7980868_LPTC-1_visium_tissue_positions_list.csv"	"GSM7980868_LPTC-1_visium_tissue_positions_list.csv"	".csv"	"188029"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980868_LPTC-1_visium_tissue_positions_list.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980868/suppl/GSM7980868_LPTC-1_visium_tissue_positions_list.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0006"	"visium_cohort_clean\SAMPLE_0006\metadata.json"	"SAMPLE_0006\metadata.json"	"metadata.json"	".json"	"2301"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0006"	"visium_cohort_clean\SAMPLE_0006\raw\GSM7980864_PTC-1_visium_barcodes.tsv"	"SAMPLE_0006\raw\GSM7980864_PTC-1_visium_barcodes.tsv"	"GSM7980864_PTC-1_visium_barcodes.tsv"	".tsv"	"43130"	"direct_geo_expected_file"	"raw_visium_new\GSE_UNKNOWN_RAW\GSM7980864_PTC-1_visium_barcodes.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_barcodes.tsv"	"direct_download_to_expected_path"	"Direct GEO supplementary download inferred from GSM accession in filename."
"SAMPLE_0006"	"visium_cohort_clean\SAMPLE_0006\raw\GSM7980864_PTC-1_visium_features.tsv"	"SAMPLE_0006\raw\GSM7980864_PTC-1_visium_features.tsv"	"GSM7980864_PTC-1_visium_features.tsv"	".tsv"	"1479171"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_features.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_features.tsv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0006"	"visium_cohort_clean\SAMPLE_0006\raw\GSM7980864_PTC-1_visium_matrix.mtx"	"SAMPLE_0006\raw\GSM7980864_PTC-1_visium_matrix.mtx"	"GSM7980864_PTC-1_visium_matrix.mtx"	".mtx"	"45780677"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_matrix.mtx"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_matrix.mtx"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0006"	"visium_cohort_clean\SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_scalefactors_json.json"	"SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_scalefactors_json.json"	"GSM7980864_PTC-1_visium_scalefactors_json.json"	".json"	"166"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0006"	"visium_cohort_clean\SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_tissue_hires_image.png"	"SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_tissue_hires_image.png"	"GSM7980864_PTC-1_visium_tissue_hires_image.png"	".png"	"12692602"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0006"	"visium_cohort_clean\SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_tissue_positions_list.csv"	"SAMPLE_0006\spatial\GSM7980864_PTC-1_visium_tissue_positions_list.csv"	"GSM7980864_PTC-1_visium_tissue_positions_list.csv"	".csv"	"188008"	"unique_raw_filename_match"	"raw_visium_new\GSE250521_RAW\GSM7980864_PTC-1_visium_tissue_positions_list.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7980nnn/GSM7980864/suppl/GSM7980864_PTC-1_visium_tissue_positions_list.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\metadata.json"	"SAMPLE_0007\metadata.json"	"metadata.json"	".json"	"2500"	"no_unique_raw_match"	""	""	"needs_manual_mapping"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\raw\GSM8657778_H1155_barcodes.tsv"	"SAMPLE_0007\raw\GSM8657778_H1155_barcodes.tsv"	"GSM8657778_H1155_barcodes.tsv"	".tsv"	"84341"	"unique_raw_filename_match"	"raw_visium_new\GSE261958_RAW\GSM8657778_H1155_barcodes.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657778/suppl/GSM8657778_H1155_barcodes.tsv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\raw\GSM8657778_H1155_features.tsv"	"SAMPLE_0007\raw\GSM8657778_H1155_features.tsv"	"GSM8657778_H1155_features.tsv"	".tsv"	"694817"	"unique_raw_filename_match"	"raw_visium_new\GSE261958_RAW\GSM8657778_H1155_features.tsv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657778/suppl/GSM8657778_H1155_features.tsv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\raw\GSM8657778_H1155_matrix.mtx"	"SAMPLE_0007\raw\GSM8657778_H1155_matrix.mtx"	"GSM8657778_H1155_matrix.mtx"	".mtx"	"92693318"	"unique_raw_filename_match"	"raw_visium_new\GSE261958_RAW\GSM8657778_H1155_matrix.mtx"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657778/suppl/GSM8657778_H1155_matrix.mtx"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\spatial\GSM8657778_H1155_scalefactors_json.json"	"SAMPLE_0007\spatial\GSM8657778_H1155_scalefactors_json.json"	"GSM8657778_H1155_scalefactors_json.json"	".json"	"190"	"unique_raw_filename_match"	"raw_visium_new\GSE261958_RAW\GSM8657778_H1155_scalefactors_json.json"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657778/suppl/GSM8657778_H1155_scalefactors_json.json"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\spatial\GSM8657778_H1155_tissue_hires_image.png"	"SAMPLE_0007\spatial\GSM8657778_H1155_tissue_hires_image.png"	"GSM8657778_H1155_tissue_hires_image.png"	".png"	"7530980"	"unique_raw_filename_match"	"raw_visium_new\GSE261958_RAW\GSM8657778_H1155_tissue_hires_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657778/suppl/GSM8657778_H1155_tissue_hires_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\spatial\GSM8657778_H1155_tissue_lowres_image.png"	"SAMPLE_0007\spatial\GSM8657778_H1155_tissue_lowres_image.png"	"GSM8657778_H1155_tissue_lowres_image.png"	".png"	"720978"	"unique_raw_filename_match"	"raw_visium_new\GSE261958_RAW\GSM8657778_H1155_tissue_lowres_image.png"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657778/suppl/GSM8657778_H1155_tissue_lowres_image.png"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
"SAMPLE_0007"	"visium_cohort_clean\SAMPLE_0007\spatial\GSM8657778_H1155_tissue_positions.csv"	"SAMPLE_0007\spatial\GSM8657778_H1155_tissue_positions.csv"	"GSM8657778_H1155_tissue_positions.csv"	".csv"	"181926"	"unique_raw_filename_match"	"raw_visium_new\GSE261958_RAW\GSM8657778_H1155_tissue_positions.csv"	"https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8657nnn/GSM8657778/suppl/GSM8657778_H1155_tissue_positions.csv"	"copy_from_downloaded_raw"	"This describes the expected file in visium_cohort_clean."
